188,90.6,53.23,24.4,22.37,2.32,7.3,1.84,5.98
169,90.5,52.3,26.4,21.3,2.37,7.34,0.55,4.38
177,90.7,52.3,26.31,21.39,2.43,7.27,1.89,5.82
159,90.4,52.3,26.1,21.6,3.08,7.35,0.98,4.67
173,89.6,52.24,26.67,21.09,2.45,6.58,0.83,4.52
163,91,52.1,28.1,19.8,2.31,6.32,0.88,4.81
209,90.4,51.36,28.41,20.23,2.38,6.42,0.66,4.86
195,90.5,49.5,29.2,21.3,3,7.81,0.83,4.68
165,90.4,49.86,29.07,21.07,2.32,6.72,0.93,4.97
159,90.2,50.21,28.94,20.84,2.32,6.72,0.95,4.76
85,90.2,52,28.3,19.7,1.99,6.16,0.56,4.55
117,90.2,53,28.12,18.88,2.01,5.38,0.62,4.03
103,89.2,55.5,27.68,16.82,1.74,7.56,0.81,5.24
83,86.8,56.5,27.5,16,2.06,6.32,0.97,5.65
121,87.8,55.7,27.2,17.1,2.03,7.22,0.55,4.32
115,88.4,56.56,26.29,17.16,2.06,7.28,0.5,3.98
77,87.2,57.2,25.6,17.2,1.74,7.52,0.73,4.93
108,88,56.34,23.83,19.83,1.76,7.46,0.75,5.1
98.2,88.2,55.91,22.94,21.14,1.76,7.67,0.82,5.7
117,88.8,55.7,22.5,21.8,1.64,7.18,0.71,4.96
111,88.1,56.41,23.14,20.44,1.67,6.75,0.53,4.11
57,88.2,56.7,23.4,19.9,1.71,6.83,0.58,4.48
148,89.6,56.59,21.51,21.9,1.66,6.99,0.57,4.6
131,89,56.5,20.1,23.4,1.63,6.73,0.54,4.04
222,89.3,55.13,22.56,22.31,1.62,6.95,0.54,3.93
125,89.2,54.1,24.4,21.5,1.01,6.94,0.48,4.16
156,88.7,55.19,21.09,23.73,1.63,6.55,0.41,3.75
170,89,56,18.6,25.4,1.68,7.31,0.55,3.89
206,89.7,55.81,19.51,24.68,1.79,8.67,0.65,5.2
185,89.2,55.67,20.2,24.13,1.74,8.08,0.57,4.9
172,89.1,55.48,21.11,23.41,1.73,7.98,0.52,4.67
133,88.5,55.33,21.8,22.87,1.8,7.64,0.58,5.14
189,88.4,55.14,22.71,22.14,2.05,8.34,1.91,7.64
144,88.1,55,23.4,21.6,1.75,7.81,0.61,4.91
210,88.7,54.51,24.03,21.46,2,7.2,0.93,5.02
137,87.5,54.15,24.5,21.35,1.81,7.75,0.57,4.94
168,89.4,53.66,25.13,21.21,1.73,8.34,0.75,5.12
154,89.1,53.3,25.6,21.1,2.23,8.61,0.86,5.61
230,89.5,53.6,26,20.4,1.72,6.33,0.59,4
236,89.7,51.31,27.14,21.54,1.88,6.45,0.97,5.43
236,89.2,49.6,28,22.4,1.79,6.46,0.93,4.96
204,89.8,50.34,29.14,20.51,1.92,9.13,1.01,6.26
172,89.6,50.9,30,19.1,1.88,8.33,0.97,5.57
179,89.5,52.33,29.09,18.59,1.74,8.79,1.43,6.44
275,89.7,53.4,28.4,18.2,2.92,9.43,1.03,5.34
216,89.5,53.34,27.89,18.77,2.52,8.61,1.09,5.92
286,89.6,53.3,27.5,19.2,1.73,8.75,1.49,6.13
209,90,54.16,25.96,19.89,2.08,9.04,1.5,6.23
264,90.2,54.8,24.8,20.4,1.84,8.97,1.06,6.4
132,89.6,57.44,22.29,20.27,1.98,9.26,0.87,6.12
221,89.6,59.5,20.4,20.1,3.45,9.41,1.41,6.67
126,90.1,58.53,20.17,21.3,1.67,7.92,0.7,5.41
199,90.2,57.8,20,22.2,3.13,9.76,1.15,5.51
144,90.1,58.6,19.31,22.09,2.78,9.13,1.08,5.71
101,89.8,59.2,18.8,22,3.2,9.97,0.82,6.07
169,89.6,60.91,17.37,21.71,2.53,9.01,0.77,5.97
241,89.4,62.2,16.3,21.5,1.64,8.66,0.65,5.6
244,88.7,62.89,16.07,21.04,1.57,8.58,0.61,5.67
263,89.4,63.4,15.9,20.7,1.78,8.31,0.69,5.84
225,89.2,62.37,16.64,20.99,2.45,9.16,1.06,5.63
245,89.7,61.6,17.2,21.2,2.55,9.35,0.75,6.06
239,89,59.94,18.11,21.94,2.68,9.62,0.93,6.51
239,89.1,58.7,18.8,22.5,1.71,9.05,0.97,6.47
172,88.8,58.81,19.37,21.81,1.64,8.4,0.71,5.42
182,88.3,58.9,19.8,21.3,2.77,9.78,1.35,7.14
156,88.7,58.39,20.31,21.3,2.1,9.46,1.32,7.1
137,89,58,20.7,21.3,3.52,10.62,1.57,7.47
129,88.5,58,20.7,21.3,5.55,8.06,3.12,5.47
139,88,58.5,21.2,20.3,2.52,9.82,1.23,6.62
195,88.7,57.3,22.7,20,2.66,9.92,1.16,6.3
201,90.6,56.5,20.4,23.1,2.87,9.96,1.28,6.52
252,90.8,57.67,19.07,23.27,2.86,9.82,1.46,6.86
183,89.3,58.69,16.09,25.22,3.13,9.56,1.46,7.13
169,88.3,59.2,14.6,26.2,2.76,9.25,1.42,6.67
185,88.4,59.9,15.5,24.6,2.52,8.86,1.67,7.1
120,88.7,62.2,14.7,23.1,2.53,9.28,1.72,7.3
227,90.1,57.9,19.7,22.4,2.4,9.37,1.93,7.23
257.4,90.1,53.6,24.7,21.7,2.03,9.87,1.49,7.03
214,89.9,53.4,24.95,21.65,2.02,9.77,1.69,7.46
241,89.1,53.2,25.2,21.6,2.61,8.47,1.6,6.51
242,88,54.4,23.73,21.87,1.96,7.97,1.57,6.38
243,88.7,56.8,20.8,22.4,2.41,9.18,1.64,6.63
255,89.3,56.4,21.4,22.2,2.11,8.07,1.45,5.78
249,87.6,56.2,22,21.8,1.8,8.25,1.33,6.55
284,86.9,55.3,24.3,20.4,2.12,8.85,1.33,6.37
189,87.2,55.8,24.2,20,1.84,9.7,1.05,6.88
310,90.6,52.9,24.5,22.6,2.02,9.92,1.24,6.36
269,90,53.45,24.2,21.8,2.11,9.6,1.28,7.8
275.5,90.5,54,24.2,21.8,2.27,10.64,1.01,6.88
255,90.5,53.63,24.2,21.8,2.02,9.37,1.14,6.03
284,90.1,53.25,24.5,22.25,2.39,9.61,1.76,7.18
248,90.4,52.88,24.65,22.48,2.39,9.61,1.76,7.18
287,91.6,52.5,24.8,22.7,1.85,8.12,1.28,5.65
279,91.5,50.45,26.3,23.25,1.87,8.7,1.35,6.06
286.7,91.5,48.4,27.8,23.8,1.94,8.77,1.24,6.68
286.6,91.3,49.1,27.5,23.4,1.98,8.92,1.34,6.77
286.6,91.5,49.8,27.2,23,1.78,8.59,1,5.99
275.4,91.3,48.4,29.7,21.9,1.74,8.55,0.92,6.19
263.7,91.1,49.7,27.5,22.8,1.92,8.74,1.21,6.6
262.4,91,50.05,27.3,22.65,1.73,8.48,0.92,6.07
259.4,91.7,50,27.3,22.7,1.97,8.42,1.58,6.04
259,91.6,49.3,27.6,23.1,2.19,8.61,0.94,6.6
258.7,91.4,48.6,27.9,23.5,2.26,8.54,1.18,6.57
261.8,91.2,48.45,28.45,23.1,2.35,8.79,1.35,6.84
264.8,91.2,48.3,29,22.7,1.87,9.27,1.09,7.03
260.9,91,48.8,28.6,22.6,1.98,8.36,0.97,6.27
257,91.2,49.3,28.2,22.5,1.65,8.51,0.97,5.2
263,90.6,50.4,27.2,22.4,1.73,8.68,1.13,6.26
269,91.2,51.5,26.2,22.3,1.88,9.1,1.73,6.1
250.5,90.5,51.5,26.2,22.3,1.69,8.49,1.27,7.13
232,90.4,51.5,26.2,22.3,2.15,7.97,1.43,6.7
300.9,90.9,51.6,24.6,23.8,1.6,9.37,0.96,6.89
300.9,90.5,51.6,24.6,23.8,2.22,8.66,1.48,7.08
300.9,91.3,51.6,24.6,23.8,1.6,8.71,1.07,6.7
241.3,91,54.8,21,24.2,3.39,8.56,1.43,6.74
240.3,91,55.4,21.2,23.4,2.47,9.69,1.26,6.79
240.3,91.1,55.4,21.2,23.4,1.55,7.83,1.07,6.05
240.3,90.6,55.4,21.2,23.4,2.38,7.59,1.46,5.91
240.3,90.8,55.4,21.2,23.4,1.71,8.64,1.18,5.78
214.1,91.4,54.3,21.9,23.8,2.41,8.98,1.5,6.19
214.1,90.6,54.3,21.9,23.8,2.65,10.61,1.44,6.35
214.1,90.3,54.3,21.9,23.8,1.84,8.71,1.16,6.04
259.7,90.8,55.1,24.3,20.6,2.36,8.69,1.59,6.69
259.7,90.1,55.1,24.3,20.6,3.02,8.92,1.3,6.73
279.6,90.2,56.6,24.3,19.1,2.17,7.85,1.35,6.37
279.6,90.1,56.6,24.3,19.1,2.67,8.41,1.21,6.37
279.6,90.1,56.6,24.3,19.1,2.21,7.86,1.57,6.11
248,89.6,55.9,20.6,23.5,2.32,7.97,1.31,6.74
248,89.6,55.9,20.6,23.5,2.08,8.22,1.03,5.8
248,89.7,55.9,20.6,23.5,3.09,8.13,1.53,7.25
248,89.4,55.9,20.6,23.5,1.98,8.57,1.4,6.98
248,89.1,55.9,20.6,23.5,2.47,8.36,1.64,6.27
248,89.4,55.9,20.6,23.5,2.53,8.57,1.3,6.69
248,89.2,55.9,20.6,23.5,2.14,8.26,1.15,6.56
172.4,89.2,59.3,17.2,23.5,2.33,8.24,1.43,6.98
172.4,88.6,59.3,17.2,23.5,2.54,8.62,1.36,6.76
172.4,89.1,59.3,17.2,23.5,2.33,8.75,1.44,7.21
172.4,89.3,59.3,17.2,23.5,1.65,9.12,0.97,6.87
172.4,88.4,59.3,17.2,23.5,2.15,8.58,1.03,6.97
153.4,88.5,58.5,17.6,23.9,2.48,8.67,1.43,6.74
153.4,87.6,58.5,17.6,23.9,2.21,8.42,1.17,6.63
153.4,85.3,58.5,17.6,23.9,2.45,8.85,1.27,6.69
126.9,88.7,58.9,18.8,22.3,2.49,7.56,1.16,5.8
126.9,88.6,58.9,18.8,22.3,2.41,7.58,1.02,5.58
126.9,88.7,58.9,18.8,22.3,2.45,7.66,1.49,5.92
99.6,89,56.9,22.6,20.5,2.51,7.45,1.18,6.07
99.6,88.4,56.9,22.6,20.5,2.65,7.26,0.99,4.48
99.6,88.7,56.9,22.6,20.5,1.88,8.27,1.12,6.41
99.6,88.2,56.9,22.6,20.5,2.73,7.82,1.76,7.26
99.6,88.2,56.9,22.6,20.5,2.73,7.82,1.76,7.26
126.6,87.8,56.3,18.9,24.8,2.24,5.93,1.07,4.53
126.6,87.9,56.3,18.9,24.8,2.53,5.78,1.08,3.6
126.6,87.5,56.3,18.9,24.8,2.4,6.75,1.22,5.52
307.6,88.6,56,20.7,23.3,1.55,7.11,0.93,6.46
307.6,89.1,56,20.7,23.3,1.89,8.74,1.14,6.02
313,89.8,56.8,22.8,20.4,2.52,8.93,1,6.57
313,90.4,56.8,22.8,20.4,1.9,8.79,1.03,5.61
313,89.2,56.8,22.8,20.4,1.9,6.9,1.12,6.08
312.6,89.4,56.3,23.5,20.2,2.82,12.27,0.98,6.11
312.6,89.4,56.3,23.5,20.2,1.9,9.09,0.97,8.69
225.9,90.2,52.5,24.8,22.7,3.97,6.94,2.41,6.23
225.9,90,52.5,24.8,22.7,3.61,9.25,1.46,6.11
208,89.8,57.7,18.3,24,4.91,8.18,1.51,10.56
208,88.8,57.7,18.3,24,2.84,7.44,1.34,6.06
208,89.3,57.7,18.3,24,3.44,8.19,1.3,6.28
254.4,89.7,54.8,22.1,23.1,4.44,8.35,2.35,6.73
254.4,89.6,54.8,22.1,23.1,3.45,7.44,1.35,6.25
254.4,89.5,54.8,22.1,23.1,3.58,7.51,1.38,5.59
232.6,89,56.1,18.1,25.8,3.2,7.52,1.22,5.86
232.6,88.7,56.1,18.1,25.8,3.15,7.38,1.17,10.31
232.6,89.1,56.1,18.1,25.8,3.73,8.2,1.62,6.31
232.6,89,56.1,18.1,25.8,3.73,8.13,1.37,5.93
232.6,89.8,56.1,18.1,25.8,3.58,7.32,1.68,5.83
232.6,89.4,56.1,18.1,25.8,4.33,10.73,1.55,7.19
232.6,89.9,56.1,18.1,25.8,4.33,10.73,1.55,7.19
231.4,90.1,50.4,23.4,26.2,5.07,11.34,2.29,8.08
231.4,90.2,50.4,23.4,26.2,3.44,9.68,1.38,7.06
231.4,89.8,50.4,23.4,26.2,3.22,8.51,1.47,6.65
231.4,90.1,50.4,23.4,26.2,3.48,10.67,0.9,6.35
231.4,89.8,50.4,23.4,26.2,6.81,13.11,3.97,12.67
231.4,90,50.4,23.4,26.2,1.58,7.45,0.6,3.3
231.4,89.7,50.4,23.4,26.2,1.58,7.45,0.6,3.3
188.4,89.4,52.3,24.2,23.5,2.54,5.97,0.96,4.59
188.4,89.9,52.3,24.2,23.5,2.71,6.8,1.07,5.14
188.4,89.1,52.3,24.2,23.5,3.25,7.52,1.26,5.68
162.3,90.1,54.8,23.9,21.3,5.6,7.9,3.34,7.64
162.3,88.8,54.8,23.9,21.3,6.04,8.4,3.81,8.03
162.3,88.3,54.8,23.9,21.3,6.33,8.58,3.81,8.24
167,87.3,57,21.5,21.5,6.38,10.62,1.61,6.95
167,87.5,57,21.5,21.5,5.54,9.56,3.45,7.49
167,87.5,57,21.5,21.5,6.17,10.47,4.36,8.54
307.3,87.8,53.6,25.9,20.5,6.33,11.22,3.87,8.79
307.3,90.6,53.6,25.9,20.5,5.94,10,3.7,7.74
307.3,90.2,53.6,25.9,20.5,9.37,12.19,2.47,8.84
244,90.4,55.1,24.2,20.7,3.82,9.1,3.58,9.05
244,90.3,55.1,24.2,20.7,5.63,10.67,3.6,7.97
244,89.3,55.1,24.2,20.7,5.16,10.31,3.11,7.7
253,89.9,54.9,26.7,18.4,4.3,7.49,2.86,5.94
253,89.4,54.9,26.7,18.4,3.88,7.31,2.04,5.34
253,90,54.9,26.7,18.4,5.51,10.21,3.41,7.62
288.9,89.9,58.3,22,19.7,4.11,6.5,3.61,6.28
288.9,89.7,58.3,22,19.7,5.87,8.96,1.04,5.46
288.9,89.7,58.3,22,19.7,5.55,9.92,3.46,7.74
288.9,89.7,58.3,22,19.7,9.01,4.96,6.95,2.91
310.7,89.7,50.5,27.2,22.3,4.96,9.01,2.91,6.95
310.7,89.6,50.5,27.2,22.3,9.64,5.45,7.62,3.59
310.7,89.2,50.5,27.2,22.3,5.6,9.88,3.71,7.75
310.7,89.4,50.5,27.2,22.3,4.67,9.34,4.6,8.97
355,89.4,50.9,27.6,21.5,5.45,10.25,3.69,7.96
355,90,50.9,27.6,21.5,5.43,10.01,1.24,6.02
355,91.1,50.9,27.6,21.5,5.31,10.23,3.12,7.28
355,90.9,50.9,27.6,21.5,4.91,9.52,3.73,7.76
226,90.9,53,26.1,20.9,8.72,11.77,2.51,8.18
226,91,53,26.1,20.9,7.35,11.57,5.19,9.08
226,91,53,26.1,20.9,3,10.07,1.84,7.55
213.1,90.8,50.8,26.9,22.3,6.37,11.87,3.22,8.79
213.1,90.8,50.8,26.9,22.3,1.71,6.88,1.07,5.48
213.1,90.7,50.8,26.9,22.3,7.44,10.54,2.88,7.72
213.1,90.7,50.8,26.9,22.3,7.81,12.24,2.85,8.49
261.9,90.4,53.9,22.3,23.8,6.61,10.85,1.55,6.84
261.9,91,53.9,22.3,23.8,7.15,10.67,1.21,6.22
261.9,90.6,53.9,22.3,23.8,2.16,7.98,1.72,4.97
261.9,90.5,53.9,22.3,23.8,5.7,9.76,1.07,5.85
194.1,90.1,55.8,24,20.2,2.38,9.26,2.15,8.64
194.1,90.4,55.8,24,20.2,1.68,8.44,1,6.87
194.1,90.4,55.8,24,20.2,2.45,10.1,1.57,8.1
194.1,90.5,55.8,24,20.2,2.09,8.57,1.25,6.29
181,90.5,59,19.7,21.3,1.88,6.5,1.09,5.97
181,90.4,59,19.7,21.3,1.62,6.13,0.94,4.63
181,90.3,59,19.7,21.3,2.16,7.94,1.62,6.67
284.1,89.7,51.56,29.05,19.39,2.18,8.21,1.64,6.76
288.1,90.5,51.89,26.96,21.15,1.44,3.76,1.39,3.62
253.4,90.4,49.42,26.5,24.08,2.08,4.44,1.35,3.38
253.4,90.3,49.42,26.5,24.08,1.71,4.25,0.97,3.16
253.4,90,49.42,26.5,24.08,1.91,4.48,1.34,3.72
352.3,90.2,46.39,31.05,22.56,1.41,3.81,0.66,2.99
352.3,90.2,46.39,31.05,22.56,1.86,4.55,1.2,3.58
352.3,90.3,46.39,31.05,22.56,2.05,4.47,1.41,3.76
343.4,90.6,45.77,33.76,20.47,1.96,4.79,1.34,3.45
343.4,90.5,45.77,33.76,20.47,2.14,4.65,1.35,3.4
343.4,90.1,45.77,33.76,20.47,1.96,4.62,1.32,3.7
296.7,90.1,47.54,30.4,22.06,1.97,4.7,1.3,3.71
296.7,89.9,47.54,30.4,22.06,1.99,4.43,1.21,3.28
296.7,90.4,47.54,30.4,22.06,2.14,4.73,1.29,3.51
252.1,91.4,45.51,32.31,22.18,2.33,4.77,1.57,3.86
252.1,90.7,45.51,32.31,22.18,1.6,3.63,0.72,2.89
210.6,90.6,44.28,33.83,21.89,2.1,4.32,1.31,3.24
210.6,90.4,44.28,33.83,21.89,1.62,3.94,1.07,3.1
210.6,90.5,44.28,33.83,21.89,1.93,4.42,0.9,3.1
210.6,90.2,44.28,33.83,21.89,1.71,4.44,1.31,3.63
210.6,90.1,44.28,33.83,21.89,2.61,4.32,1.76,3.02
210.6,90.4,44.28,33.83,21.89,1.55,4.02,0.85,3.18
275.3,89.9,51.8,27.47,20.73,1.43,3.27,0.65,2.92
275.3,89.8,51.8,27.47,20.73,1.47,3.19,0.49,2.74
275.3,90,51.8,27.47,20.73,1.35,3.23,0.81,3.07
275.3,90.3,51.8,27.47,20.73,1.32,3.64,0.62,2.72
288.9,90.5,46.9,33.22,19.88,1.62,4.24,0.85,2.87
288.9,90.2,46.9,33.22,19.88,1.44,4.21,0.51,2.85
288.9,90.3,46.9,33.22,19.88,2.7,3.98,0.53,1.43
302.1,90.1,43.7,32.31,23.99,1.42,3.78,0.44,2.26
302.1,89.9,43.7,32.31,23.99,1.47,3.83,0.77,2.88
302.1,90.3,43.7,32.31,23.99,2.61,4.13,0.38,2.21
324.6,90.3,49.99,30.83,19.18,1.42,4.05,0.37,2.05
324.6,89.7,49.99,30.83,19.18,1.59,3.95,0.67,2.5
324.6,89.7,49.99,30.83,19.18,1.69,3.92,0.46,1.87
300.7,89.7,46.85,30.49,22.66,4.31,4.75,1.75,3.77
300.7,89.4,46.85,30.49,22.66,1.54,3.73,0.4,2.02
300.7,89.6,46.85,30.49,22.66,1.57,3.51,0.39,2.15
251.6,89.3,49.9,29.53,20.57,2.6,3.57,1.74,2.98
251.6,89.8,49.9,29.53,20.57,1.44,2.94,0.33,1.81
251.6,89.7,49.9,29.53,20.57,4.93,4.64,2.17,4.13
235.1,90,48.34,29,22.66,1.19,3.46,0.4,2.16
235.1,89.7,48.34,29,22.66,4.44,7.08,1.31,4.85
235.1,89.4,48.34,29,22.66,6.89,10.12,0.56,4.11
251.9,90,47.1,31.2,21.7,1.51,4.35,0.77,3.13
251.9,89.9,47.1,31.2,21.7,2.98,7.58,1.17,6.72
251.9,90,47.1,31.2,21.7,1.12,5.58,0.37,3
206.4,89.5,45.09,31.04,23.87,5.15,7.47,1.34,6.07
206.4,89.2,45.09,31.04,23.87,1.29,10.12,0.58,5.64
206.4,89.9,45.09,31.04,23.87,1.11,6.83,0.37,5.89
217.9,89.9,50.88,27.64,21.48,6.95,7.52,1.86,4.53
217.9,89.6,50.88,27.64,21.48,1.27,5.86,0.5,4.48
217.9,89.4,50.88,27.64,21.48,4.06,7.79,1.08,5.35
252.7,89,49.61,25.37,25.02,3.99,7.68,1.17,5.58
199,89.3,60.06,14.93,25.02,3.61,4.8,1.25,3.37
252.7,89.3,49.61,25.37,25.02,6.1,8.55,2.06,5.55
85.9,89.3,49.63,29.38,20.99,1.3,5.61,0.49,4.63
85.9,88.7,49.63,29.38,20.99,2.55,10.1,1.11,7.33
85.9,89,49.63,29.38,20.99,8.92,12.28,3.66,8
118.3,89,50.78,26.4,22.82,7.77,10.68,2.03,7.36
118.3,89.1,50.78,26.4,22.82,6.78,8.21,2.82,5.63
118.3,88.6,50.78,26.4,22.82,1.71,4.93,0.3,7.53
210.9,89.7,46.3,33.01,20.69,6.39,6.93,0.38,6.79
210.9,90,46.3,33.01,20.69,1.61,4.59,0.25,3.11
210.9,90,46.3,33.01,20.69,4.9,8.27,2.17,6.82
245.6,89.8,47.33,32.7,19.97,7.15,9.88,2.45,6.6
245.6,89.7,47.33,32.7,19.97,6.22,9.61,3.1,9.53
245.6,89.9,47.33,32.7,19.97,5.57,8.76,2.35,5.9
245,89.8,45.69,34.67,19.64,3.37,8.6,0.28,3.48
245,90.3,45.69,34.67,19.64,3.33,6.29,3.15,6.18
245,89.8,45.69,34.67,19.64,3.97,8.46,3.57,8.85
254.7,90.4,43.24,33.9,22.86,6.4,10.95,3.29,6.99
254.7,90.3,43.24,33.9,22.86,3.18,8.42,1.88,5.49
254.7,90,43.24,33.9,22.86,3.99,8.73,1.78,5.44
254.7,90.7,43.24,33.9,22.86,4.82,10.43,4.15,7.82
254.7,90.8,43.24,33.9,22.86,4.76,8.4,2.62,7.1
254.7,90.1,43.24,33.9,22.86,4.76,8.4,2.62,7.1
331.1,90,46.76,34.65,18.59,5.42,11.05,3.33,7.7
331.1,89.4,46.76,34.65,18.59,4.65,9.88,1.92,5.94
331.1,90.1,46.76,34.65,18.59,5.12,9.65,2.4,6.26
331.1,89.8,46.76,34.65,18.59,6.62,10.77,4.64,8.51
373.7,90.1,43.42,32.52,24.06,5.19,9.38,3.27,6.73
392,90.3,55.05,20.89,24.06,3.77,9.24,3.45,7.29
373.7,89.9,43.42,32.52,24.06,6.84,10.34,3.8,7.74
348.4,90.4,46.58,32.35,21.07,11.09,14.16,6.12,10.62
348.4,89.5,46.58,32.35,21.07,5.3,11.1,3.51,5.92
348.4,89.7,46.58,32.35,21.07,3.69,8.7,3.6,8.24
348.4,89.7,46.58,32.35,21.07,12.15,14.31,8.92,12.31
271.4,89.8,47.19,31.3,21.51,11.3,13.03,5.13,13.34
271.4,89.5,47.19,31.3,21.51,8.46,11.12,7.71,10.63
271.4,89.2,47.19,31.3,21.51,9.45,12.24,8.81,11.7
271.4,89.2,47.19,31.3,21.51,9.09,11.82,8.7,11.58
271.4,89.4,47.19,31.3,21.51,5.72,10.96,3.34,7.41
266,89.4,46.72,33.78,19.5,4.33,9.71,3.13,6.97
266,89.9,46.72,33.78,19.5,8.33,11.16,4.82,8.72
